uid,label,direction_std,duration,e2e_distance,hjorthActivityX,hjorthActivityY,hjorthCombinedX,hjorthCombinedY,hjorthComplexityX,hjorthComplexityY,hjorthMobilityX,hjorthMobilityY,mean_step_speed,stddev_step_speed,track_length
sim_85_7,1,2.088945504,113,200.8233054,1709.894737,1800.408126,81.9415212,88.32121298,0.740116233,0.714631218,0.035467827,0.035057105,2.459548367,1.213567354,277.9289655
sim_85_8,1,2.532611739,300,815.860895,27320.53739,33552.3532,474.518276,450.7438452,0.657305851,0.686443125,0.011416453,0.009221708,3.355396207,1.597284038,1006.618862
sim_85_9,1,2.636441204,300,343.2579205,6307.693646,6244.188475,236.6574788,216.5235065,0.619488138,0.686970794,0.023242489,0.023821402,2.503572301,1.411426842,751.0716904
sim_85_10,1,2.698941393,159,344.818793,7427.861875,2920.482773,234.5291393,171.6795267,0.677083689,0.620804294,0.021378407,0.036493757,3.178493819,1.37280677,505.3805172
sim_85_11,1,2.612130726,159,270.7692745,5812.677773,1738.29,107.7371502,179.1432529,0.933898889,0.524639539,0.017309682,0.054067868,2.842535679,1.28189756,451.963173
sim_85_12,1,1.334166406,10,9.055385138,1.107438017,12.56198347,0.993404177,2.452501184,0.999375585,1.36337362,0.896469027,0.266174161,1.347870866,0.885010806,13.47870866
sim_85_13,1,1.949145704,190,224.8777446,2150.325375,2063.279077,74.60618576,69.47167488,0.85706834,0.90072337,0.029736244,0.030327822,2.058754302,0.980576729,391.1633175
sim_85_14,1,2.780210222,166,388.8547287,2393.009932,9450.888666,173.2137558,259.2074898,0.608134484,0.659571142,0.04401873,0.018089916,3.3300368,1.458671444,552.7861088
sim_85_15,0,0.817006732,40,58.41232747,124.579417,177.2587745,3.520183215,5.231206697,1.707484926,1.563725322,0.048247615,0.046148183,1.610057758,0.45575653,64.40231034
sim_85_16,0,0.833579853,220,313.287408,4269.597469,4111.943777,25.6311432,23.88378027,1.602101251,1.470351997,0.009617695,0.00854038,1.541453962,0.588767319,339.1198716
sim_85_17,0,0.864760725,300,415.2071772,7594.837033,6932.065827,34.31480556,32.98146778,1.544799173,1.551690527,0.006979674,0.007382652,1.526527693,0.577101841,457.958308
sim_85_18,0,0.857897948,300,423.6283749,8002.666593,7326.641406,35.36777873,32.33149447,1.551772225,1.587583329,0.006858056,0.007005794,1.541566267,0.59462042,462.4698802
sim_85_19,0,0.756602998,68,94.04786016,402.9531611,402.8145348,7.548279182,6.899207954,1.365998843,1.616055995,0.025588435,0.027679007,1.488479999,0.5193471,101.2166399
sim_85_20,0,0.821601841,65,91.96738552,337.2093664,371.8200184,6.510564069,7.021494125,1.638617557,1.595450202,0.031637094,0.030128674,1.520827324,0.603330198,98.85377605
sim_85_21,0,0.868002983,264,368.4033116,5895.055977,5566.044343,30.18513447,28.89472364,1.603884255,1.540198512,0.008212553,0.007995554,1.541020104,0.570976894,406.8293076
sim_85_22,0,0.855345329,226,326.8332908,4731.449591,4190.029808,26.91146808,25.48589259,1.552357444,1.52972914,0.008829475,0.009304591,1.570732481,0.596496708,354.9855407
sim_85_23,0,0.82023032,300,428.5440467,7689.303164,8233.584088,31.98039331,34.20253297,1.559112556,1.568310922,0.006484467,0.006514806,1.551402416,0.55360986,465.4207248
sim_85_24,0,0.828425548,300,429.923249,8083.113718,7848.753413,34.30272875,32.77522842,1.579623272,1.536360817,0.006703529,0.006415615,1.557726751,0.559899426,467.3180254
sim_85_25,0,0.859169799,96,139.3018306,803.9279413,774.4512701,10.41394617,10.76461844,1.544830279,1.667886424,0.020011469,0.023183074,1.590759194,0.559674179,152.7128826
sim_85_26,0,0.836394378,300,427.1299568,7517.105683,7676.694385,34.37841018,31.97418725,1.54085606,1.565214868,0.007046885,0.006519274,1.538112901,0.600729033,461.4338702
sim_85_27,0,0.889431779,300,425.9131367,6786.168696,8208.16161,33.43244976,36.12969152,1.563115602,1.563295709,0.007700779,0.006881126,1.563795493,0.601007756,469.1386479
sim_85_28,0,0.860064597,300,428.516044,7580.925729,7703.407534,33.89870659,34.16192957,1.547620723,1.576780472,0.006920308,0.006992472,1.567365719,0.568651654,470.2097157
sim_85_29,0,0.83056987,63,87.86353055,407.3974609,295.6989746,7.289534617,6.169395631,1.739260708,1.514626476,0.031120472,0.03160082,1.531671279,0.537497654,96.49529058
sim_85_30,0,0.776785081,36,52.40229003,101.3060628,133.0080351,3.240673321,4.489476366,1.550533755,1.528787388,0.049599928,0.051601806,1.544084129,0.581400401,55.58702863
sim_86_0,1,2.723712744,300,201.5564437,1365.823688,2103.14363,118.839215,133.1807173,0.622722689,0.635769281,0.054182598,0.040259832,2.501900388,1.269052578,750.5701165
sim_86_1,1,2.131910647,47,90.27181177,548.062066,519.2760417,49.83016138,56.81442953,0.677517029,0.629769253,0.061600291,0.068903585,2.602664117,1.208379927,122.3252135
sim_86_2,1,2.979410829,300,447.9732135,789.6318363,31390.53355,75.62936589,850.6919518,0.671730971,0.493226628,0.064337056,0.013366575,3.042303639,1.360534907,912.6910918
sim_86_3,1,2.957754403,300,492.8001623,2337.925983,22680.16715,165.2457078,540.858923,0.606327437,0.587676151,0.042855508,0.014014442,3.037492158,1.490069817,911.2476473
sim_86_4,1,2.657149594,206,281.4551474,9563.237042,1243.827394,229.7697866,116.183022,0.709018901,0.62838301,0.017035144,0.058695794,2.671958,1.337095701,550.423348
sim_86_5,1,2.759691088,124,236.1228494,723.840256,4781.626496,91.46434408,202.1269882,0.567000928,0.67563553,0.071646151,0.028560193,2.971319267,1.553446909,368.4435891
sim_86_6,1,2.649651969,300,196.5731416,2275.227293,3133.974923,171.4322651,113.5301619,0.584568553,0.796121313,0.04404567,0.028839982,2.450228402,1.202655719,735.0685206
sim_86_7,1,3.317520828,300,559.4327484,14315.15359,14327.84607,668.6411328,349.9675368,0.477619196,0.673844987,0.022308936,0.016459129,3.343177542,1.818377643,1002.953263
sim_86_8,1,3.098879726,300,587.3882873,13385.02076,8935.992539,501.1103177,310.4047075,0.538848135,0.620824257,0.020173473,0.021565234,3.223902709,1.744453494,967.1708126
sim_86_9,1,2.678836812,300,510.9256306,9310.304831,11025.24762,265.4714342,324.2348805,0.663635459,0.634801016,0.018922716,0.018668482,2.782452775,1.527947388,834.7358325
sim_86_10,1,2.422196526,95,146.7310465,195.4583333,2715.647461,29.49961484,124.2326257,0.789665228,0.737450414,0.119180491,0.033736117,2.58345767,1.256335165,245.4284786
sim_86_11,1,3.088142013,256,710.9880449,21213.01213,31641.94961,681.1285374,528.9335522,0.522231112,0.635605332,0.016768317,0.010624914,3.802063317,1.671620332,973.3282092
sim_86_12,1,2.490229263,74,105.0428484,398.5333333,1361.421156,75.2576413,64.37476951,0.54370224,0.810616397,0.10267083,0.038329979,2.697835048,0.968453547,199.6397935
sim_86_13,1,0.823216831,11,15.03329638,23.88888889,0.909722222,2.529039651,0.709433253,0.92966968,0.898146239,0.098421132,0.700405895,1.519525149,0.486310463,16.71477664
sim_86_14,0,0.938463263,76,109.603832,478.6952269,532.4118738,8.996786328,8.954362248,1.65001434,1.670705704,0.031011018,0.028098742,1.61725919,0.587366179,122.9116984
sim_86_15,0,0.876530783,104,145.6914548,890.314195,979.6072562,12.36280855,12.58336986,1.476344695,1.561540892,0.020500366,0.020058494,1.538033878,0.604335189,159.9555233
sim_86_16,0,0.858537595,290,423.7699848,7261.510114,8134.666383,32.34356468,34.37367761,1.577768426,1.614200112,0.007027554,0.006820931,1.596400427,0.569139235,462.9561239
sim_86_17,0,0.912896216,190,265.3770902,3196.136509,2711.51043,23.62875771,20.85014666,1.560933683,1.594765491,0.011539846,0.012262942,1.553082978,0.610035891,295.0857659
sim_86_18,0,0.845465237,176,250.3797116,2492.069584,2693.443902,19.55220182,21.36626464,1.477630326,1.497081946,0.011593146,0.011875892,1.551797927,0.574943091,273.1164351
sim_86_19,0,0.878888187,300,427.1767784,7560.579994,8047.084513,35.1054773,34.68039538,1.539824342,1.606955645,0.007149752,0.006925472,1.559169084,0.607446926,467.7507251
sim_86_20,0,0.827192482,259,352.1420168,5158.062485,5138.462885,26.70726602,26.28454198,1.572230187,1.595867873,0.008140648,0.008163269,1.496224601,0.542337971,387.5221718
sim_86_21,0,0.876905022,273,387.5177415,6263.503983,6502.031928,32.40509423,30.29610417,1.564208598,1.594188148,0.008092647,0.007428092,1.578025028,0.541959219,430.8008326
sim_86_22,0,0.915150261,40,60.8276253,138.343843,170.9863177,4.736500156,5.755408705,1.565636467,1.507061061,0.053602945,0.050727757,1.638118196,0.683058399,65.52472783
sim_86_23,0,0.817477358,52,70.00714249,207.3442506,221.0708437,4.756494285,5.436380889,1.616526635,1.692904235,0.037083255,0.041630421,1.452777807,0.608445457,75.54444596
sim_86_24,0,0.898124278,65,88.52683209,374.426079,295.726584,7.717599256,6.692274983,1.674279323,1.543300627,0.034509928,0.034924801,1.547728744,0.515823804,100.6023684
sim_86_25,0,0.967481633,52,77.1038261,303.2039872,263.8027768,8.447825685,8.042787874,1.391311966,1.39969786,0.038764533,0.042673823,1.621104363,0.711783696,84.29742686
sim_86_26,0,0.839436332,248,350.1042702,5293.691618,5020.913727,28.01993022,27.19313615,1.554659696,1.533164061,0.008228937,0.008303576,1.554194165,0.531094289,385.4401529
sim_86_27,0,0.849970255,164,239.760297,2285.303434,2566.380018,19.43257903,17.89939588,1.629717188,1.507145337,0.013857944,0.01051169,1.586768815,0.584739964,260.2300856
sim_87_0,1,2.614407001,220,508.2715809,11817.56217,9473.466678,382.0576707,224.7021965,0.576579712,0.715544126,0.018640621,0.01697207,3.169754654,1.457869234,697.346024
sim_87_1,1,2.744849053,154,186.034943,4143.349594,1967.236379,172.3164491,187.8236178,0.631135583,0.510836203,0.026248097,0.048772534,2.714520441,1.274709875,418.036148
sim_87_2,1,2.068592517,200,578.1323378,20160.48835,9670.757308,310.1651753,167.2300631,0.700733534,0.818211842,0.010780649,0.014148801,3.257571627,1.422401876,651.5143254
sim_87_3,1,2.589326382,300,387.9239616,10487.89453,1561.751327,265.4371562,115.5409071,0.686060807,0.643772751,0.01736345,0.047627357,2.621563008,1.226406973,786.4689023
sim_87_4,1,2.52559124,300,181.1767093,1671.236565,1980.393881,111.2031127,118.451579,0.627025918,0.699786561,0.041721941,0.041855726,2.341046207,1.123759756,702.3138622
sim_87_5,1,2.739983681,297,635.6099433,15243.43665,34084.06902,370.7180662,551.6603192,0.627569499,0.665687176,0.015262395,0.010774336,3.115486886,1.543140807,925.2996052
sim_87_6,1,2.814857407,300,321.7017252,1466.725754,10620.62547,90.16471805,421.8908474,0.706114975,0.554871364,0.043407336,0.02204156,2.640324333,1.449834732,792.0973
sim_87_7,1,2.937005912,261,423.0189121,10524.62731,8458.245557,351.2750453,367.9920446,0.596128816,0.527772205,0.019896683,0.022961733,3.000051725,1.500854159,783.0135003
sim_87_8,1,1.514925741,20,63.89053138,257.5782313,141.0748299,20.27391311,12.19412161,0.952415125,0.89669366,0.074964338,0.077507742,3.381690935,1.031584423,67.63381869
sim_87_9,1,2.476384013,300,251.7478898,3995.855322,4645.704153,147.0991614,177.346568,0.71493042,0.704974312,0.026318687,0.026911911,2.364081572,1.117042967,709.2244715
sim_87_10,1,3.068407606,193,159.5399636,4107.723589,1168.679243,328.282636,92.18002304,0.486832612,0.663113004,0.038906876,0.052303292,2.896751169,1.306628585,559.0729757
sim_87_11,1,2.640493592,139,539.8740594,9710.016327,19045.66015,427.2592271,270.282728,0.510349461,0.735610531,0.022456349,0.010439272,4.407600017,1.621917398,612.6564024
sim_87_12,1,2.478760891,300,709.4483773,24806.77346,17597.56994,385.2200677,385.1851629,0.685517705,0.628754305,0.010645285,0.013762516,3.014360663,1.627973115,904.3081988
sim_87_13,1,3.637728832,241,174.1407477,8921.379072,2719.935336,787.4781499,192.3375015,0.356313231,0.569305529,0.03145129,0.04025787,3.396459339,1.489714966,818.5467007
sim_87_14,0,0.830548681,300,420.7338826,7491.940508,7312.945751,32.93973978,31.19391641,1.640979339,1.50109501,0.007214877,0.006403033,1.532138177,0.556074881,459.6414531
sim_87_15,0,0.849832964,95,129.4488316,759.8531901,681.0412326,10.55381567,9.387350249,1.585120355,1.653817305,0.022016185,0.022795921,1.490966472,0.596629155,141.6418148
sim_87_16,0,0.806635149,119,173.3666635,1506.182222,1090.326389,14.76483217,12.54459427,1.582056411,1.413570741,0.015508613,0.016263636,1.563543269,0.573098326,186.061649
sim_87_17,0,0.839378268,299,430.6750515,8408.557956,7142.179322,35.41329141,32.65867152,1.49496633,1.576653331,0.006296166,0.007209481,1.562110389,0.582301766,467.0710063
sim_87_18,0,0.865967667,300,422.1480783,7057.811128,7661.641969,31.76834351,35.67469496,1.564272525,1.5517818,0.007041042,0.007225519,1.542629765,0.591855902,462.7889294
sim_87_19,0,0.871713946,56,75.74298647,219.6478917,261.9304401,5.429575229,6.33177652,1.571149138,1.673320053,0.038837944,0.040450009,1.503242537,0.574062356,84.18158208
sim_87_20,0,0.840780918,205,292.0565014,3663.678221,3617.683759,23.30842202,23.48417567,1.528210266,1.537976714,0.009722516,0.009983768,1.563681734,0.539893324,320.5547554
sim_87_21,0,0.796005505,92,125.3195914,579.3152966,710.3581917,8.585978168,10.6233378,1.527178173,1.456090896,0.022634166,0.021775698,1.486543891,0.52850515,136.762038
sim_87_22,0,0.829724938,167,234.0534127,2268.249433,2214.907844,18.29878505,16.8125421,1.598507023,1.561664856,0.012895732,0.011854017,1.525149864,0.571500222,254.7000273
sim_87_23,0,0.848423374,300,427.1018614,7777.720445,7520.720985,33.75755572,33.27909052,1.537799897,1.592233193,0.006674496,0.007045611,1.558323778,0.564175212,467.4971333
sim_87_24,0,0.853808083,83,111.0180166,600.8609694,478.209042,10.44071125,7.613430178,1.498382365,1.629053353,0.026036269,0.025935695,1.473345876,0.589342191,122.2877077
sim_87_25,0,0.841658416,300,415.1445531,7105.595214,7434.939107,33.38805713,32.05597383,1.525440153,1.576088828,0.0071678,0.006795357,1.523296591,0.55036427,456.9889772
sim_87_26,0,0.82859989,300,424.2734967,7404.904339,7274.984581,32.42824566,29.72710012,1.606740218,1.622961885,0.007036386,0.00663176,1.533355037,0.579214119,460.0065112
sim_87_27,0,0.870734045,300,423.0413691,7165.688944,7948.907738,31.92629207,36.01421476,1.558617088,1.590215876,0.006944324,0.007204811,1.55877562,0.562925601,467.632686
sim_88_0,1,3.314955408,186,382.6133819,15825.46238,2714.027224,518.2597873,267.0038795,0.527971219,0.488092939,0.017290253,0.048018202,3.425407902,1.86735396,637.1258698
sim_88_1,1,2.54864452,300,419.400763,15308.32708,8759.296564,306.0533623,268.1668564,0.693830836,0.657571544,0.013871487,0.020131627,2.567996998,1.362127533,770.3990995
sim_88_2,1,2.135371059,71,296.9848481,8112.656636,209.4982639,175.8984032,25.44735313,0.802975114,0.824398569,0.017410085,0.100138116,4.425473123,1.572108669,314.2085917
sim_88_3,1,1.130388331,6,19.02629759,41.71428571,0.816326531,3.409917195,0.742834107,1.301582747,1.091661183,0.106397348,0.993380871,3.301139092,0.660162125,19.80683455
sim_88_4,1,2.30854223,43,81.59656856,176.5165289,549.5056818,23.43276364,50.87593644,0.923370409,0.75388972,0.122578439,0.069798815,2.650527905,1.380193604,113.9726999
sim_88_5,1,1.369869778,9,15.03329638,21.56,2.61,2.643623134,2.082426421,1.170937125,0.928404151,0.143576831,0.740740741,2.084092346,0.568529473,18.75683111
sim_88_6,1,2.2019535,83,188.1621641,2141.883787,233.8133503,107.4918722,33.28583253,0.676584305,0.708576285,0.033954836,0.100873417,2.883171972,1.294322675,239.3032737
sim_88_7,1,3.225690369,71,134.617978,1585.137153,540.675733,133.95526,95.35274734,0.676008945,0.557782495,0.05712752,0.09836967,3.230221563,1.888297819,229.345731
sim_88_8,1,2.491755344,183,490.5150354,643.5773866,20253.26391,79.153303,314.000275,0.600189339,0.745009632,0.073817026,0.011550397,3.381453763,1.399718925,618.8060387
sim_88_9,1,2.724473446,300,250.503493,3362.869792,7491.909824,145.0322274,327.3188567,0.67575596,0.565088472,0.029143677,0.024688513,2.40181732,1.533386305,720.5451961
sim_88_10,1,2.918409003,300,323.5119781,2431.657531,3861.456386,175.0799825,237.4533633,0.577076818,0.543871955,0.041549683,0.033444434,2.787974219,1.381014032,836.3922656
sim_88_11,1,2.687775917,109,181.6039647,225.3008264,2221.413306,44.45240618,177.0789014,0.608614116,0.530688328,0.120081059,0.042303567,2.731985219,1.592562954,297.7863889
sim_88_12,0,0.809528182,93,132.2459829,750.7152558,759.3752829,10.11807116,10.10283885,1.536906682,1.574522397,0.020714287,0.020947674,1.547144683,0.532693801,143.8844555
sim_88_13,0,0.884963164,47,64.38167441,187.3125,165.4791667,5.4268221,4.93346394,1.645143796,1.559320513,0.047663144,0.046488339,1.525453206,0.576686208,71.69630071
sim_88_14,0,0.846706422,68,99.72462083,486.0193237,396.0168032,9.136638304,7.635433322,1.485246282,1.515282802,0.027921026,0.02921553,1.571669032,0.630478796,106.8734942
sim_88_15,0,0.887726367,293,412.2729678,6839.80972,7079.134307,31.8590259,34.61074255,1.568102216,1.581365586,0.007304035,0.007731487,1.536999625,0.636828268,450.34089
sim_88_16,0,0.851419614,228,309.7159989,4035.292195,3771.440972,25.64005973,23.68455344,1.483246567,1.569726161,0.00942448,0.00985784,1.496930708,0.573911052,341.3002013
sim_88_17,0,0.834723281,83,126.6214832,689.0572562,609.7018141,9.46534184,9.96087642,1.552888005,1.534564201,0.021331487,0.025070623,1.614751769,0.645502216,134.0243968
sim_88_18,0,0.830159142,208,297.2002692,4080.798837,3335.938097,25.15838106,20.51311886,1.589601528,1.535092127,0.009799993,0.009439482,1.557144172,0.553237073,323.8859878
sim_88_19,0,0.875040491,168,237.0084387,2646.488988,2147.284339,20.24033263,17.72612194,1.554603043,1.635845193,0.011889595,0.013504123,1.545650941,0.605735545,259.669358
sim_88_20,0,0.87325504,86,117.4563749,624.5755054,558.0184965,10.24718186,9.391330411,1.487694624,1.571800129,0.024408062,0.026453056,1.508835392,0.592724841,129.7598437
sim_88_21,0,0.84026943,194,272.2370291,3182.023511,3086.47716,20.97203857,20.25172667,1.627135005,1.59982593,0.0107241,0.010497158,1.549493384,0.523763291,300.6017165
sim_88_22,0,0.818202637,300,429.2423558,7464.749705,7804.202271,32.12520796,30.85139463,1.598652174,1.609966987,0.00687994,0.006364485,1.558812158,0.535510339,467.6436474
sim_88_23,0,0.815263574,141,196.6570619,1644.483485,1474.727286,14.46338357,15.23441114,1.600959166,1.466841292,0.014080583,0.015152946,1.511766011,0.569642523,213.1590076
sim_88_24,0,0.849570202,282,388.9498682,6586.587996,6173.055426,32.80465895,28.26304301,1.56584241,1.575436884,0.007798716,0.007213063,1.525449794,0.545083848,430.1768419
sim_88_25,0,0.848357891,300,427.113568,7763.432876,7756.01,33.12304048,34.90824612,1.558041188,1.548329326,0.006647454,0.00696872,1.560870218,0.557091402,468.2610654
sim_88_26,0,0.889494371,218,309.1876453,4236.636058,3596.244198,24.15682612,24.4156242,1.58784761,1.636479666,0.00905373,0.011110389,1.549334007,0.634284187,337.7548135
sim_88_27,0,0.91371551,110,151.3208512,910.7957146,1029.278305,11.84437689,12.77877074,1.62821973,1.639651592,0.021174066,0.020356721,1.529888345,0.621863634,168.2877179
sim_88_28,0,0.883062852,300,420.021428,7554.10905,7174.564917,36.99729555,31.12505924,1.57572216,1.563071181,0.007717318,0.006780994,1.530334812,0.630932138,459.1004436
sim_88_29,0,0.812408499,272,374.8092848,6173.289082,5572.149096,29.941545,26.85666449,1.534135964,1.567910569,0.007440831,0.007557021,1.503129485,0.547197661,408.85122
sim_88_30,0,0.838914643,300,408.7297396,6678.803347,7147.430691,30.19431748,31.43282764,1.634053448,1.566665731,0.00738742,0.006889851,1.499325621,0.558589906,449.7976862
sim_88_31,0,0.797775873,159,225.1443981,2280.896094,1901.160586,16.20416986,15.84221021,1.612573063,1.597965027,0.011456203,0.013315707,1.540464786,0.518148316,244.933901
sim_89_0,1,2.803529521,300,335.8868857,2617.910906,6760.213927,175.1670896,249.4310237,0.596272491,0.633427902,0.039897201,0.023371534,2.674150003,1.400805159,802.245001
sim_89_1,1,3.396009096,300,219.8658682,1471.931038,9833.98755,172.4997336,512.4372545,0.517942244,0.478337979,0.060699107,0.024925616,3.092756365,1.58267434,927.8269096
sim_89_2,1,2.849158472,234,293.2319901,2997.596016,9200.749117,145.2478689,376.584416,0.685378068,0.558724005,0.033209847,0.022868437,2.775079067,1.409599361,649.3685017
sim_89_3,1,2.723736469,144,273.3002012,1601.366468,9110.125755,80.43722718,373.4117383,0.754251997,0.578384608,0.037886355,0.023707203,2.93264821,1.555765988,422.3013422
sim_89_4,1,2.896013289,242,370.8719456,6457.479788,3138.023167,400.6737833,117.0638863,0.481457127,0.775165091,0.029873458,0.028917517,2.934113495,1.458257587,710.0554657
sim_89_5,1,3.003401048,234,547.1179032,18172.37744,1039.448692,580.9894141,96.41416891,0.531739438,0.649145101,0.017000251,0.06021152,3.401145847,1.708621204,795.8681281
sim_89_6,1,2.696875378,201,618.8093406,33177.50201,2098.113322,434.0215102,173.2457601,0.696984935,0.561794831,0.009117819,0.046388616,3.82330863,1.460669334,768.4850346
sim_89_7,1,3.1256782,279,626.8093809,58307.39668,2188.980153,1217.721815,146.7644231,0.488884428,0.612495679,0.010210115,0.041065962,3.326173488,1.937465931,928.002403
sim_89_8,1,2.76204232,300,226.055303,6760.010574,3893.98883,199.6638966,245.3103056,0.704333459,0.551675788,0.020803216,0.034754018,2.569894866,1.261866493,770.9684597
sim_89_9,1,3.111405542,300,592.8945943,12291.40012,28279.73267,581.8774572,462.5164975,0.480210871,0.663349912,0.022733283,0.010849122,3.23448485,1.767703148,970.3454551
sim_89_10,1,2.493937093,300,530.2122217,11666.39772,22355.61654,281.1723074,368.3163868,0.66740067,0.72633123,0.01608505,0.011966554,2.72825827,1.378383163,818.4774811
sim_89_11,1,2.690797073,300,459.200392,17774.3413,5558.225737,339.1876485,268.784038,0.660341474,0.583009038,0.012601292,0.028193084,2.789466185,1.342464798,836.8398556
sim_89_12,1,2.613613931,300,771.6294447,53471.97936,3501.296056,651.3985603,160.7065944,0.653589094,0.683019137,0.007962058,0.031350014,3.334611043,1.525462506,1000.383313
sim_89_13,1,2.151583218,58,64.84597135,255.8713014,162.6779661,18.89047695,32.8144676,0.943452668,0.715428579,0.069653262,0.144312156,2.120887017,1.17522279,123.011447
sim_89_14,1,2.241718528,196,501.4738278,16098.67185,6512.373264,192.4048399,242.5345976,0.845237841,0.611943467,0.010101942,0.022790073,3.165967332,1.244218398,620.5295971
sim_89_15,1,2.408261957,27,73.00684899,21.67346939,412.2653061,10.8253233,47.82455041,0.7069565,0.747198004,0.353106027,0.086678185,3.22840427,1.639669777,87.1669153
sim_89_16,1,2.853816916,198,198.7158776,5225.482235,4639.782783,274.2558872,180.4439994,0.599777345,0.650142625,0.031478907,0.025284446,2.581959194,1.576388871,511.2279204
sim_89_17,0,0.855197014,49,69.35416354,203.1524,237.36,5.011323958,5.851712309,1.621099685,1.678609316,0.039988972,0.041383295,1.518727552,0.654339743,74.41765006
sim_89_18,0,0.917701523,102,145.6914548,895.449147,785.9549439,12.18989866,10.94630491,1.628922202,1.623570665,0.02217479,0.02261211,1.574437838,0.635215268,160.5926594
sim_89_19,0,0.803194606,57,84.14867795,304.0240785,277.0642093,6.573797683,6.280507894,1.487607121,1.523781628,0.032165966,0.034541172,1.598929814,0.517672534,91.13899941
sim_89_20,0,0.9136435,300,432.1724193,7561.419432,8605.735455,35.12444339,37.63374389,1.578656959,1.612874056,0.007333206,0.00705326,1.580127143,0.642804957,474.0381428
sim_89_21,0,0.860103353,300,428.5090431,7426.523041,7887.282215,32.55232389,33.27952203,1.617459071,1.615537399,0.007089731,0.006816583,1.553355037,0.605877981,466.0065112
sim_89_22,0,0.8503006,300,415.7270739,6412.683569,8113.36025,31.62994111,33.11214614,1.609451478,1.536146881,0.007938464,0.006269304,1.508440603,0.606580811,452.532181
sim_89_23,0,0.835969165,300,415.8172676,7195.95468,7531.801812,31.39371447,33.5986317,1.525882877,1.592187647,0.006656953,0.007102593,1.511351284,0.579497453,453.4053851
sim_89_24,0,0.895998409,137,195.1614716,1585.375184,1539.915354,16.16241108,15.20288227,1.56081748,1.635365129,0.015912053,0.016145214,1.571436247,0.602249874,215.2867658
sim_89_25,0,0.844261676,300,429.9418565,7693.306917,7978.423196,35.63574012,32.4784231,1.550163536,1.546290588,0.007180427,0.006294612,1.557052611,0.585024643,467.1157833
sim_89_26,0,0.793572798,17,23.43074903,34.32098765,20.77777778,2.475626285,1.350621453,1.512122186,1.588206505,0.109071728,0.10323846,1.530700731,0.431702486,26.02191243
sim_89_27,0,0.819871544,65,96.17692031,357.8331038,434.1010101,7.297838888,7.812491025,1.505887029,1.542826944,0.030711862,0.027766168,1.590790127,0.575261015,103.4013582
sim_89_28,0,0.809500286,248,343.0349836,4506.020032,5427.122563,23.12031875,27.52643271,1.569936668,1.612242244,0.008055321,0.008177313,1.502572647,0.557515763,372.6380166
sim_89_29,0,0.837635561,300,430.7586331,8044.978245,7561.531396,34.16965649,31.50417682,1.614720608,1.569259671,0.006858247,0.006538125,1.55868481,0.577784558,467.6054431
sim_89_30,0,0.846358609,295,418.8460338,6694.644951,7745.131654,29.26918155,34.72100522,1.600709449,1.579734645,0.006998348,0.007081865,1.536974845,0.608203678,453.4075794
sim_89_31,0,0.832319383,300,425.737008,7627.405305,7090.80211,32.86737548,31.1833417,1.593430873,1.558649839,0.006866279,0.006854501,1.546302222,0.561797211,463.8906665
sim_89_32,0,0.830227546,300,422.2144005,6998.791073,7813.097184,29.89470046,34.26887572,1.573420562,1.575638966,0.006720723,0.00691088,1.535241932,0.559492816,460.5725795
sim_89_33,0,0.850013072,300,416.5009004,7957.74082,7017.059525,34.98436555,31.61588778,1.550825947,1.573356135,0.006817847,0.007088874,1.511453514,0.604572803,453.4360543
sim_89_34,0,0.862684127,138,188.7988347,1537.762021,1555.991305,14.64944672,15.69020227,1.559172359,1.599850733,0.014853412,0.016132469,1.506077728,0.589637098,207.8387264
sim_90_0,1,2.731050886,230,477.3028389,2187.215195,13992.42934,138.8780549,401.5892864,0.627947835,0.587742969,0.039871785,0.016868499,3.030532472,1.606577208,697.0224687
sim_90_1,1,3.482008201,91,117.0982493,1868.557656,1043.909617,145.3693304,186.0351965,0.659876527,0.466013191,0.05133682,0.083048239,3.223916668,1.840266584,293.3764168
sim_90_2,1,2.179995159,68,206.2934803,4441.374081,78.29909683,124.8989301,17.79219512,0.802828725,0.784550652,0.022576898,0.178276364,3.464273982,1.398101617,235.5706308
sim_90_3,1,2.590890939,91,275.0163631,450.9045369,8446.11673,55.51576078,265.6516904,0.66179408,0.667168942,0.081480666,0.020984147,3.75572887,1.31933866,341.7713272
sim_90_4,1,2.639534758,114,76.05918748,558.0577694,312.3579584,77.4098074,43.58118785,0.61781679,0.686847505,0.085699154,0.095831175,2.471845595,1.141166095,281.7903978
sim_90_5,1,2.579379839,89,170.038231,1428.909136,398.9980247,117.8288684,39.54620324,0.660483748,0.784878889,0.054463962,0.077792315,2.75957343,1.639550327,245.6020352
sim_90_6,1,2.156591657,65,219.2715212,391.1790634,4105.319559,29.00947392,153.5671917,0.893969103,0.714376604,0.066295914,0.026722599,3.69290515,1.547003809,240.0388347
sim_90_7,1,2.813309571,55,111.4136437,503.1938776,1121.928253,47.76104126,172.3004397,0.727410951,0.456572329,0.069042781,0.070118221,3.089684931,1.572268693,169.9326712
sim_90_8,1,3.165945263,276,386.6264347,3566.826363,8521.882339,284.0147129,345.499262,0.505151772,0.550976561,0.040223583,0.022338022,3.18752398,1.350998935,879.7566185
