uid,label,direction_std,duration,e2e_distance,hjorth_activity,hjorth_complexity,mean_step_speed,stddev_step_speed,track_length
sim_127_0,1,2.2245448,57,116.211015,0,0,2.586009607,1.554933268,147.4025476
sim_127_1,1,2.891366459,50,155.5634919,0,0,3.876726776,1.735220303,193.8363388
sim_127_2,1,2.988331009,300,617.7289049,16939.24187,9.348195637,3.20638619,1.699731627,961.9158569
sim_127_3,1,2.73436563,144,296.2195132,12886.52006,1.460485148,3.009550871,1.628169797,433.3753255
sim_127_4,1,2.870530342,300,286.190496,8907.484552,6.139610194,2.64678304,1.464424644,794.034912
sim_127_5,1,2.699196784,285,309.2604081,11851.59444,8.443863699,2.494123182,1.497500399,710.825107
sim_127_6,1,2.896476266,27,48.0416486,0,0,3.254471657,0.981819633,87.87073473
sim_127_7,0,0.808401808,133,196.7587355,2945.098418,0.057626287,1.611713035,0.494455616,214.3578336
sim_127_8,0,0.849632273,40,55.90169944,0,0,1.508938334,0.630955707,60.35753336
sim_127_9,0,0.799910646,184,264.1685068,8446.522856,0.135140588,1.553537663,0.536290674,285.8509299
sim_127_10,0,0.849359236,300,432.1724193,11196.232,0.172683038,1.564335005,0.591204413,469.3005016
sim_127_11,0,0.70156076,16,24.04163056,0,0,1.556766372,0.57138294,24.90826195
sim_127_12,0,0.896133671,300,420.7433897,9616.339498,0.158096343,1.552680863,0.59931806,465.8042589
sim_127_13,0,0.881129326,300,427.814212,10493.97975,0.206398189,1.568108794,0.592481907,470.4326382
sim_128_0,1,3.25710676,300,350.0185709,25884.91562,4.556997547,3.08127025,1.573459135,924.3810749
sim_128_1,1,3.38529828,300,563.8953804,19782.8281,18.85967104,3.342485814,1.954769018,1002.745744
sim_128_2,1,2.702854299,207,320.3529304,6190.353442,3.921547983,2.750979281,1.460341086,569.4527112
sim_128_3,1,1.351725007,9,27.58622845,0,0,3.125595814,1.205351828,28.13036233
sim_128_4,1,2.79700435,300,462.8271816,16764.60764,2.997760626,2.864981036,1.412521504,859.4943107
sim_128_5,1,2.998203166,300,351.2406582,19853.65425,6.320097338,2.861568146,1.473576515,858.4704437
sim_128_6,0,0.864241621,18,28.31960452,0,0,1.674684996,0.646260309,30.14432993
sim_128_7,0,0.797640564,64,96.42613754,0,0,1.631970862,0.492870271,104.4461352
sim_128_8,0,0.816496581,9,12.72792206,0,0,1.524594372,0.585045867,13.72134935
sim_128_9,0,0.840469446,300,437.8641342,11036.50865,0.213151587,1.574535394,0.597917184,472.3606183
sim_129_0,1,2.912486438,39,45.96737974,0,0,2.793912432,1.43730588,108.9625848
sim_129_1,1,2.927601511,224,361.4152736,13705.2275,3.997579555,2.929746802,1.609562307,656.2632837
sim_129_2,1,2.539131333,27,144.0867794,0,0,5.76668455,1.292778103,155.7004829
sim_129_3,1,2.777044792,300,361.001385,6964.154214,3.398830301,2.609063902,1.53387925,782.7191707
sim_129_4,1,2.763715293,300,421.9822271,21199.25765,2.313715679,2.745827677,1.441213736,823.7483032
sim_129_5,1,2.193345365,24,50.32891813,0,0,2.722614253,1.340039165,65.34274206
sim_129_6,1,3.885347429,102,59.07622195,509.7518581,0.1142113,3.556735511,1.667634568,362.7870221
sim_129_7,1,1.887360638,13,29,0,0,2.829759066,0.728646119,36.78686786
sim_129_8,0,0.830548681,300,422.1575535,10255.1008,0.316672112,1.532353161,0.567356847,459.7059482
sim_129_9,0,0.879999955,284,405.8817562,11182.0835,0.530823945,1.572496026,0.586649518,446.5888714
sim_129_10,0,0.880367684,23,33.9705755,0,0,1.607511176,0.61027007,36.97275705
sim_129_11,0,0.953462589,11,15.55634919,0,0,1.631894965,0.49599368,17.95084462
sim_129_12,0,0.832753796,59,82.75868534,0,0,1.523778499,0.582336703,89.90293143
sim_129_13,0,0.865608328,300,432.0474511,11158.77965,0.159280522,1.576986884,0.580039396,473.0960652
sim_129_14,0,0.839576613,300,430.0697618,10946.5925,0.393238352,1.564178434,0.559773012,469.2535303
sim_130_0,1,2.913373457,295,400.6419848,14319.43079,5.445048802,2.786714411,1.602006924,822.0807511
sim_130_1,1,3.105576941,182,340.9398774,6876.519176,2.671416339,3.241812081,1.62619205,590.0097988
sim_130_2,1,2.803813378,268,283.6212263,9206.7997,4.856741862,2.631401187,1.434249307,705.2155182
sim_130_3,1,1.912837947,62,16.03121954,0,0,1.659777941,0.985364723,102.9062324
sim_130_4,1,3.277393951,300,533.743384,34582.90802,6.141232589,3.24688346,1.834234026,974.0650381
sim_130_5,1,3.062995992,12,23.08679276,0,0,3.266491269,1.553501889,39.19789523
sim_130_6,1,3.121036153,300,653.5457138,64295.77387,3.572727938,3.401491012,1.707783816,1020.447304
sim_130_7,0,0.832854176,161,229.2116925,5894.521866,0.254848121,1.52506228,0.628237165,245.5350271
sim_130_8,0,0.791535116,47,69.42621983,0,0,1.603398461,0.487466936,75.35972766
sim_130_9,0,0.860276081,224,316.8627463,9953.0168,0.238096061,1.551481656,0.577906654,347.5318909
sim_130_10,0,0.811419869,66,89.19641248,0,0,1.483477335,0.533051104,97.90950414
sim_131_0,1,1.896048523,20,103.7400598,0,0,5.301530197,1.547183756,106.0306039
sim_131_1,1,2.290299246,196,337.7128958,18774.1327,1.187754872,2.537347286,1.332724452,497.320068
sim_131_2,1,2.568776387,148,311.44823,10486.42967,1.456014201,3.010246753,1.401942051,445.5165194
sim_131_3,1,2.41725102,95,235.9258358,0,0,3.146898351,1.451742776,298.9553433
sim_131_4,1,2.439341854,107,256.7975857,1854.788244,0.706839558,3.116968932,1.412368596,333.5156757
sim_131_5,1,2.325877069,65,76.21679605,0,0,2.259048792,1.296654904,146.8381715
sim_131_6,0,0.828221234,22,32.80243893,0,0,1.634826561,0.486243791,35.96618434
sim_131_7,0,0.839034632,246,362.0414341,11328.29006,0.17858052,1.604463956,0.543704067,394.6981333
sim_131_8,0,0.88297477,300,424.3017794,11018.60468,0.241814133,1.550505978,0.613132297,465.1517933
sim_131_9,0,0.884879151,300,422.171766,10229.0249,0.270469407,1.546192676,0.610427343,463.8578029
sim_131_10,0,0.847453233,189,271.5879231,8845.111034,0.206054059,1.555414537,0.603120554,293.9733474
sim_131_11,0,0.786964038,113,159.81239,984.9628138,0.06375796,1.538201894,0.503392452,173.816814
sim_131_12,0,0.788931765,61,84.85281374,0,0,1.500872344,0.552050049,91.55321297
sim_131_13,0,0.82596072,300,430.6982703,11071.43859,0.184166363,1.562761219,0.548735552,468.8283657
sim_131_14,0,0.876985579,118,169.070991,1469.92397,0.052474071,1.57004113,0.597498742,185.2648534
sim_132_0,1,2.54873389,300,410.3120764,10924.95695,7.317188405,2.559662191,1.347143695,767.8986573
sim_132_1,1,2.385362772,75,169.097605,0,0,2.903014985,1.531612658,217.7261238
sim_132_2,1,2.57201823,300,95.52486587,2855.751266,2.773681495,2.29644616,1.201250058,688.933848
sim_132_3,1,2.639038124,300,575.4068126,38147.4209,2.692071454,2.946922419,1.399636236,884.0767256
sim_132_4,1,2.078798547,113,252.6044338,3297.773353,2.291950958,2.68840935,1.446042613,303.7902566
sim_132_5,1,2.749131176,300,464.6557866,17476.76059,8.509274606,2.784912029,1.483553726,835.4736086
sim_132_6,1,1.879681314,39,148.6001346,0,0,4.124491469,1.019731422,160.8551673
sim_132_7,1,2.482201084,300,386.7570297,17970.82069,5.840284805,2.452598053,1.344654649,735.7794158
sim_132_8,0,0.887533648,261,379.0197884,10619.44548,0.21647719,1.585083909,0.619726331,413.7069003
sim_132_9,0,0.807073223,32,46.01086828,0,0,1.571246651,0.499933957,50.27989284
sim_132_10,0,0.775007681,229,318.3111685,10110.3608,0.174763815,1.508763459,0.506343675,345.5068321
sim_132_11,0,0.828626709,300,425.6806315,10090.8409,0.263273915,1.542145491,0.567262976,462.6436474
sim_132_12,0,0.832870242,36,51.623638,0,0,1.575018864,0.518956238,56.70067911
sim_132_13,0,0.846946275,71,101.1385189,0,0,1.537385058,0.618810194,109.1543391
sim_132_14,0,0.841272204,178,250.3197955,7326.762902,0.146892394,1.530494097,0.585645862,272.4279493
sim_133_0,1,1.851525071,66,211.0284341,0,0,3.542259456,1.050672688,233.7891241
sim_133_1,1,2.547572071,90,191.1282292,0,0,3.055274643,1.290463814,274.9747179
sim_133_2,1,2.398629746,73,203.8062806,0,0,3.358492055,1.506146182,245.16992
sim_133_3,1,3.258317527,257,180.3247071,1722.988226,4.650067586,2.891830119,1.657186766,743.2003407
sim_133_4,1,2.996725112,255,270.0592528,20554.71658,2.278217924,2.877807206,1.349142865,733.8408375
sim_133_5,1,3.083603362,56,149.0134222,0,0,3.718586221,1.661746741,208.2408284
sim_133_6,1,2.788283024,300,343.2098483,7436.769295,4.513232023,2.660630443,1.415760919,798.1891329
sim_133_7,0,0.846812304,131,182.4335495,2400.335514,0.149259016,1.543714879,0.522908139,202.2266491
sim_133_8,0,0.867562309,85,120.2164714,0,0,1.562561954,0.557979674,132.8177661
sim_133_9,0,0.866700367,67,97.08243919,0,0,1.580673518,0.593479146,105.9051257
sim_133_10,0,0.92163583,53,73.87827827,0,0,1.586990835,0.523366907,84.11051427
sim_133_11,0,0.844327477,300,429.9302269,10571.09347,0.205846589,1.560786688,0.57498833,468.2360065
sim_134_0,1,2.780666305,247,260.2306669,6624.415393,2.14208376,2.688957432,1.269493282,664.1724856
sim_134_1,1,2.213516203,17,65.80273551,0,0,4.315102227,1.12349709,73.35673786
sim_134_2,1,2.705818752,217,67.89698079,2000.547574,3.091156872,2.428489105,1.233610759,526.9821358
sim_134_3,1,2.648529905,222,619.3197882,24754.14118,1.808794441,3.5384662,1.508825453,785.5394965
sim_134_4,1,1.896379156,62,131.5294644,0,0,2.57685569,1.206892267,159.7650528
sim_134_5,1,2.33627945,59,69.11584478,0,0,2.226487568,1.368671466,131.3627665
sim_134_6,0,0.877244449,252,356.4070706,10055.6532,0.214869512,1.554730419,0.593847282,391.7920656
sim_134_7,0,0.828640118,300,424.2664257,10334.88191,0.196528158,1.543540798,0.551496575,463.0622393
sim_134_8,0,0.834636281,117,162.788206,1257.455118,0.065457219,1.529609319,0.541085912,178.9642903
sim_134_9,0,0.860156544,255,352.8809998,10032.00147,0.157380101,1.514830296,0.600159259,386.2817254
sim_134_10,0,0.855829682,300,415.7884077,9180.238375,0.162042685,1.522050541,0.580254672,456.6151622
sim_135_0,1,3.428968088,211,239.169396,13467.58678,1.953613598,3.273895588,1.524552953,690.7919691
sim_135_1,1,2.905450816,300,482.9616962,21605.75824,3.590338258,2.995140706,1.436128646,898.5422117
sim_135_2,1,2.328335123,300,433.5862083,25972.6235,4.71182441,2.442763061,1.242138732,732.8289183
sim_135_3,1,2.555386468,80,170.082333,0,0,3.0130621,1.404085746,241.044968
sim_135_4,0,0.82795351,112,163.343197,981.1117139,0.034305873,1.584312491,0.549958118,177.442999
sim_135_5,0,0.828861701,64,90.52071586,0,0,1.563869527,0.49174394,100.0876497
sim_135_6,0,0.807946643,12,17.02938637,0,0,1.530969241,0.568154776,18.37163089
sim_135_7,0,0.771224518,67,97.59098319,0,0,1.579238792,0.471617162,105.8089991
sim_135_8,0,0.863468458,300,434.1635636,10666.7285,0.298711551,1.590720961,0.556423241,477.2162884
sim_135_9,0,0.778931765,70,102.6498904,0,0,1.565358934,0.553890119,109.5751254
sim_136_0,1,1.247076581,25,33.95585369,0,0,1.626780727,0.86809243,40.66951817
sim_136_1,1,2.562425067,300,107.0420478,2919.574132,1.947703227,2.291231673,1.201495216,687.3695019
sim_136_2,1,2.066272598,82,60,0,0,1.952083522,0.997119838,160.0708488
sim_136_3,1,2.19949909,57,195.1665955,0,0,3.704213182,1.685291728,211.1401514
sim_136_4,1,2.668062135,300,355.1478565,6920.068503,3.526903943,2.578692534,1.367605505,773.6077601
sim_136_5,1,2.456064299,161,184.2281195,2461.309469,4.144095278,2.333087332,1.377794763,375.6270604
sim_136_6,0,0.826149031,300,427.8703075,10840.71511,0.152777184,1.552568144,0.553352351,465.7704433
sim_136_7,0,0.853630921,114,164.3471935,1128.062722,0.10863609,1.582718014,0.549564585,180.4298536
sim_136_8,0,0.865479957,300,425.0705824,10762.1214,0.139039327,1.554775461,0.582528912,466.4326382
sim_136_9,0,0.868001439,122,169.7115199,1649.55964,0.151218027,1.521538666,0.611101201,185.6277173
sim_137_0,1,2.511759326,130,181.2980971,3013.007899,3.992784121,2.522975992,1.374204606,327.986879
sim_137_1,1,2.552373623,300,320.6009981,4581.811808,1.380417692,2.46637989,1.254446852,739.913967
sim_137_2,1,1.257078722,9,5,0,0,1.164300963,0.730268551,10.47870866
sim_137_3,1,3.218703055,264,334.1526597,16348.56166,3.555031607,3.132157243,1.466871576,826.889512
sim_137_4,1,1.976522291,39,72.73238618,0,0,2.417485008,1.241121115,94.28191531
sim_137_5,1,2.823021937,136,147.122398,919.9147778,8.237904267,2.504427913,1.693383214,340.6021962
sim_137_6,0,0.913161977,112,154.3113735,943.105697,0.052232094,1.540547408,0.599046358,172.5413097
sim_137_7,0,0.873723439,253,353.8361203,10095.29668,0.153571579,1.535591494,0.601104278,388.504648
sim_137_8,0,0.853008474,36,46.01086828,0,0,1.401612178,0.629757423,50.45803843
sim_137_9,0,0.848397182,300,422.8711388,10212.18595,0.399682971,1.54697957,0.559929351,464.0938709
sim_137_10,0,0.863223931,300,427.24232,11113.2976,0.39944957,1.549234811,0.61090493,464.7704433
sim_137_11,0,0.743697801,45,64.38167441,0,0,1.521922746,0.532682978,68.48652357
sim_137_12,0,0.838488002,260,364.2155955,10109.3395,0.186716119,1.531373553,0.565932555,398.1571238
sim_138_0,1,2.851588251,300,482.037343,11472.9548,5.390250327,2.900782143,1.516178187,870.2346428
sim_138_1,1,2.836991756,300,492.4763954,11179.06612,8.124548949,2.850549198,1.617931581,855.1647595
sim_138_2,1,2.651287011,195,300.2415694,10006.18788,0.850256264,2.725536351,1.4040839,531.4795885
sim_138_3,1,2.673007046,300,187.7578227,6220.0266,0.991633826,2.502670031,1.128410114,750.8010092
sim_138_4,1,2.588811396,300,323.3032632,9990.543125,3.434946376,2.508707886,1.252883904,752.6123657
sim_138_5,1,2.963503861,269,632.3614473,17665.40845,2.842287185,3.347525591,1.761426298,900.484384
sim_138_6,0,0.881874604,154,222.0720604,4915.959282,0.117843345,1.569976856,0.626350963,241.7764358
sim_138_7,0,0.837529436,300,436.3129611,11150.62585,0.187673725,1.573384261,0.584062184,472.0152783
sim_138_8,0,0.845531934,159,223.5575988,5148.152461,0.161818071,1.543268843,0.556906794,245.3797461
sim_138_9,0,0.854315841,300,423.5717177,10388.5869,0.163398219,1.550061416,0.566253425,465.0184247
sim_138_10,0,0.836062199,300,420.1071292,10865.28453,0.136368952,1.523369632,0.58253323,457.0108896
sim_138_11,0,0.882981658,62,87.20665112,0,0,1.546821475,0.604489736,95.90293143
sim_138_12,0,0.737027731,9,15.62049935,0,0,1.799276145,0.56405754,16.19348531
sim_139_0,1,2.398163649,300,284.4169475,4292.067882,1.798175667,2.289432569,1.1868018,686.8297707
sim_139_1,1,3.415938971,13,22.02271555,0,0,3.541874868,1.411943326,46.04437329
sim_139_2,1,1.414213562,2,4.472135955,0,0,2.618033989,0.381966011,5.236067977
sim_139_3,1,2.74235503,300,505.523491,6364.873091,6.809641078,2.793769282,1.598390815,838.1307847
sim_139_4,1,2.769397319,137,209.4683747,3576.373654,1.227321811,2.84298391,1.387350626,389.4887957
sim_139_5,1,2.390007689,195,494.9201956,24208.36711,2.243802622,3.139701261,1.515296059,612.2417458
sim_139_6,0,0.745654075,50,69.35416354,0,0,1.480200184,0.537594099,74.0100092
sim_139_7,0,0.873301526,300,432.042822,10721.3775,0.214658378,1.580127143,0.582979313,474.0381428
sim_139_8,0,0.870964779,71,101.8626526,0,0,1.58123929,0.562657725,112.2679896
sim_139_9,0,0.883264837,166,240.5202694,6568.244171,0.210595684,1.594848218,0.579635431,264.7448043
sim_139_10,0,0.846251222,293,421.4356416,10650.02158,0.199362265,1.565116561,0.579131321,458.5791523
sim_139_11,0,0.7725985,29,39.8246155,0,0,1.502472031,0.47469613,43.57168891
sim_139_12,0,0.947157414,78,110.317723,0,0,1.545834941,0.712622082,120.5751254
sim_139_13,0,0.809933167,44,66.70832032,0,0,1.612547428,0.595177493,70.95208681
sim_140_0,1,2.738777363,208,598.6192446,36123.82604,3.906368389,3.582156657,1.718082516,745.0885846
sim_140_1,1,2.878286527,300,366.049177,13406.61618,5.026155107,2.676239556,1.615882166,802.8718667
sim_140_2,1,2.179399685,96,288.669361,0,0,3.498119123,1.246927931,335.8194358
sim_140_3,1,3.079796169,300,454.7933597,51000.90905,6.932730407,3.045388765,1.583963574,913.6166294
sim_140_4,1,2.509363866,247,555.1333173,27157.32738,7.893789273,2.942788629,1.63956495,726.8687913
sim_140_5,1,3.235385946,300,300.3414723,4923.405883,2.409305024,3.044641071,1.483293884,913.3923214
sim_140_6,1,2.010773452,18,32.64965543,0,0,2.376106331,1.299019645,42.76991395
sim_140_7,1,3.583372884,28,16.2788206,0,0,3.365484028,1.360914651,94.23355277
sim_140_8,1,2.626802027,300,703.5566786,31117.04,3.991821758,3.200360279,1.468909147,960.1080838
sim_140_9,1,2.261718063,49,67.26812024,0,0,2.331655526,1.250352953,114.2511208
sim_140_10,1,3.488272415,300,456.8106829,32550.5853,5.803155477,3.36950246,1.770062101,1010.850738
sim_140_11,1,3.555906384,128,211.8135973,5169.318699,5.588792011,3.494630298,1.780553729,447.3126781
sim_140_12,1,1.529705854,10,32.64965543,0,0,3.401013913,1.197123369,34.01013913
sim_140_13,1,2.500762106,300,288.1961138,10246.85653,4.061164519,2.376421204,1.23664422,712.9263612
sim_140_14,0,0.862223064,236,335.3595086,10102.01,0.18172777,1.562789603,0.566039329,368.8183463
sim_140_15,0,0.845576726,300,407.4923312,10397.36415,0.252208353,1.495799213,0.567965417,448.7397638
sim_140_16,0,0.850379,300,422.1575535,9685.97302,0.21153807,1.549332935,0.550364234,464.7998805
sim_140_17,0,0.847466814,300,424.4549446,10783.25978,0.171744004,1.552458599,0.556661745,465.7375797
sim_140_18,0,0.804508415,205,287.8975512,10135.742,0.313515078,1.508563046,0.586301742,309.2554244
sim_140_19,0,0.8560893,300,421.4736053,10765.92,0.181714886,1.538440603,0.582981283,461.532181
sim_140_20,0,0.878351778,219,307.5987646,9709.800504,0.123606559,1.545687672,0.595937798,338.5056001
sim_140_21,0,0.845721627,278,399.5209632,11615.7976,0.172588978,1.548861621,0.617740413,430.5835307
sim_140_22,0,0.799888881,300,421.4451328,10553.89787,0.251110066,1.514928824,0.564202084,454.4786472
sim_140_23,0,0.819284939,52,72.86288493,0,0,1.527262501,0.549622268,79.41765006
sim_140_24,0,0.727272727,11,15.62049935,0,0,1.541583394,0.411065915,16.95741733
sim_140_25,0,0.79638486,237,354.9788726,11631.6975,0.361255115,1.612025511,0.528214808,382.050046
sim_140_26,0,0.845491746,113,154.8579995,904.5920545,0.100804221,1.503751254,0.575892801,169.9238918
sim_140_27,0,0.855640509,117,162.73291,1247.177799,0.101140343,1.524163711,0.586166912,178.3271542
sim_140_28,0,0.75911411,114,149.2146105,1002.4856,0.138197363,1.408094944,0.553843221,160.5228236
sim_140_29,0,0.839047079,50,76.4198927,0,0,1.668484455,0.506122142,83.42422277
sim_141_0,1,2.744805194,300,662.6794097,30394.82978,2.855527258,3.200583361,1.472956035,960.1750084
sim_141_1,1,2.294160669,83,125.2996409,0,0,2.423078419,1.292617364,201.1155088
sim_141_2,1,3.230580209,231,506.6280687,27860.31044,1.911453259,3.562587011,1.598351349,822.9575996
sim_141_3,1,2.016273661,51,116.6190379,0,0,2.810354378,1.181535406,143.3280733
sim_141_4,1,2.38359901,107,316.9873815,3003.173851,0.316680499,3.398923057,1.70448408,363.6847671
sim_141_5,1,2.185177338,20,35.35533906,0,0,2.568516361,1.141369223,51.37032722
sim_141_6,1,3.250994283,101,83.19855768,21.54076436,0.071615481,3.045758472,1.403880366,307.6216057
sim_141_7,1,2.687498452,260,676.6749589,49542.4599,1.760543257,3.380505984,1.60260199,878.9315558
sim_141_8,1,1.585949387,19,64.5368112,0,0,3.602900718,1.035247796,68.45511363
sim_141_9,1,1.645701472,12,12.72792206,0,0,1.816938665,0.729429379,21.80326398
sim_141_10,1,3.387343698,182,97.01546269,2191.828245,1.611295034,3.119467209,1.42378583,567.743032
sim_141_11,1,2.98873998,300,667.0599673,17362.9381,3.541158162,3.29023037,1.746725731,987.069111
sim_141_12,1,2.77977617,300,425.6242474,10647.44615,3.906286534,2.747161603,1.480912938,824.1484808
sim_141_13,1,nan,0,0,0,nan,nan,nan,0
sim_141_14,1,0,1,3,0,0,3,0,3
sim_141_15,1,2.956512204,294,430.425371,4518.302825,2.948416398,3.016129394,1.336905837,886.7420419
sim_141_16,1,2.692646365,300,458.8779794,9765.723998,4.795718087,2.743332198,1.436707503,822.9996595
sim_141_17,0,0.882660121,300,431.3722291,10343.782,0.202604612,1.572888566,0.610481961,471.8665699
sim_141_18,0,0.862006703,300,429.2143986,10150.10235,0.415432112,1.55346779,0.613789723,466.0403371
sim_141_19,0,0.832546295,300,428.5067094,10158.35202,0.369815375,1.552761219,0.567684711,465.8283657
sim_141_20,0,0.705644304,22,31.82766093,0,0,1.541882153,0.462069818,33.92140737
sim_141_21,0,0.86362286,300,415.7811925,9199.7832,0.143235732,1.533675426,0.560808662,460.1026277
sim_141_22,0,0.831516758,130,174.8284874,2198.673819,0.1717676,1.466073177,0.592139713,190.589513
sim_141_23,0,0.917754421,262,379.7169999,10064.88548,0.11286825,1.591022152,0.64140206,416.8478039
sim_141_24,0,0.859753695,246,345.1144738,10348.50227,0.188908114,1.531132915,0.602452547,376.658697
sim_141_25,0,0.851562974,184,265.6633208,8292.508605,0.189067393,1.578109898,0.565112164,290.3722213
sim_141_26,0,0.857483398,300,418.0011962,10526.1887,0.115049098,1.539096042,0.554842355,461.7288127
sim_141_27,0,0.850543329,218,314.0063694,10914.90238,0.125390533,1.57396445,0.566393016,343.12425
sim_141_28,0,0.822303435,222,303.4880558,10465.66924,0.156869125,1.502125109,0.537275722,333.4717742
sim_141_29,0,0.847659756,153,213.5509307,4586.771678,0.121895161,1.509621603,0.622663058,230.9721052
sim_141_30,0,0.844535296,266,374.8626415,10494.85788,0.140363925,1.537613793,0.578784885,409.005269
sim_142_0,1,2.345329454,273,373.6268192,5822.089193,2.294461836,2.435570458,1.200676025,664.9107351
sim_142_1,1,2.322064524,129,151.7168415,2780.066394,0.675939819,2.367294087,1.082179516,305.3809372
sim_142_2,1,2.609078168,300,298.9046671,7375.971825,1.864669843,2.438512481,1.361490682,731.5537444
sim_142_3,1,2.146099291,73,98.08159868,0,0,2.267214282,1.127252546,165.5066426
sim_142_4,1,2.90312284,300,652.8162069,44632.17348,7.152592343,3.183561117,1.740193077,955.0683351
sim_142_5,1,2.944453515,258,390.8772186,14271.69656,4.84364903,2.945094802,1.513780991,759.8344589
sim_142_6,1,2.962422057,300,233.8054747,7937.835158,3.097817311,2.760972162,1.32678787,828.2916487
sim_142_7,1,1.428571429,7,12.04159458,0,0,1.970955896,1.056093203,13.79669128
sim_142_8,1,2.260776661,18,30,0,0,2.645135769,0.944534622,47.61244384
sim_142_9,1,2.779236506,300,355.2829858,24131.34937,6.515069554,2.623916893,1.497239728,787.1750679
sim_142_10,1,2.491212325,259,541.8533012,39964.7189,3.766669121,2.929933563,1.413683452,758.8527927
sim_142_11,1,3.20485087,216,328.1234524,3053.658551,1.749837775,3.175450173,1.579626508,685.8972373
sim_142_12,1,2.891180959,170,155.3608702,4184.050544,1.457394723,2.730998934,1.317483386,464.2698187
sim_142_13,1,2.921337213,300,509.3338787,14424.0599,4.532650467,2.970088912,1.610974401,891.0266736
sim_142_14,1,2.912011523,300,556.162746,26480.46187,5.312294144,3.077290381,1.56427318,923.1871142
sim_142_15,1,2.994340829,155,258.5440001,7000.90347,2.10338731,3.126269749,1.405284511,484.571811
sim_142_16,1,1.13137085,5,17.11724277,0,0,3.528911378,0.739448773,17.64455689
sim_142_17,1,2.785185621,139,267.2264957,323.352959,0.949605223,3.012283876,1.542524963,418.7074587
sim_142_18,1,1.705790791,12,24.0208243,0,0,2.129997205,1.542653096,25.55996646
sim_142_19,1,2.454752767,189,486.0792117,17176.07017,2.137029977,3.266705743,1.403155454,617.4073854
sim_142_20,0,0.866358298,102,146.5093854,202.9844113,0.007961095,1.568759272,0.593902213,160.0134457
sim_142_21,0,0.641607143,41,58.72818744,0,0,1.503856011,0.449256868,61.65809644
sim_142_22,0,0.810122425,291,413.6580714,10898.29538,0.516284193,1.537719769,0.558922048,447.4764529
sim_142_23,0,0.80619132,300,422.1433406,10419.17633,0.221077108,1.536600735,0.518515364,460.9802204
sim_142_24,0,0.895778758,133,193.0725252,2964.288143,0.178192794,1.603610475,0.581556431,213.2801931
sim_142_25,0,0.838106285,34,46.69047012,0,0,1.537450592,0.473794229,52.27332013
sim_142_26,0,0.771149273,42,60.10823571,0,0,1.51020479,0.601779557,63.42860117
sim_142_27,0,0.871523557,196,280.7436553,9699.319733,0.123177013,1.5630789,0.606637323,306.3634644
sim_142_28,0,0.880347154,300,436.2900411,10556.017,0.25907316,1.585190833,0.614141695,475.55725
sim_142_29,0,0.867538395,277,384.0690042,9691.6835,0.18549393,1.524127851,0.593400832,422.1834146
sim_142_30,0,0.867076826,300,421.5874761,10332.6612,0.257068569,1.542517012,0.589328376,462.7551035
sim_142_31,0,0.843143554,232,330.2377931,10307.6872,0.305482472,1.56923254,0.524002101,364.0619492
sim_142_32,0,0.869706208,300,420.7433897,10474.97225,0.178722939,1.541227144,0.589874753,462.3681431
sim_142_33,0,0.867845352,300,421.4451328,10368.9027,0.197525309,1.539970572,0.595950757,461.9911715
sim_142_34,0,0.828282121,252,351.4384726,9468.051875,0.158897929,1.517246907,0.573510423,382.3462205
sim_142_35,0,0.839775102,300,435.580073,12239.8456,0.259277684,1.578032579,0.568459773,473.4097737
sim_142_36,0,0.800624106,31,45.27692569,0,0,1.557627921,0.589905762,48.28646555
sim_142_37,0,0.834945259,172,246.0894146,6546.517747,0.130139752,1.55033398,0.583652804,266.6574446
sim_142_38,0,0.875277734,300,424.3229902,10561.2666,0.292039976,1.553988568,0.593115671,466.1965703
sim_142_39,0,0.875598969,220,318.924756,10296.77597,0.116904502,1.583609745,0.600301586,348.3941439
sim_143_0,1,3.099266938,300,528.5915247,15670.37188,2.061705393,3.237666311,1.492486803,971.2998934
sim_143_1,1,2.958578863,300,492.6591114,8793.557875,5.669685593,3.04763435,1.470348553,914.2903051
sim_143_2,1,3.171764318,300,544.9697239,21421.51009,4.063233033,3.356811695,1.446310909,1007.043508
sim_143_3,1,3.075796193,300,380.5955859,39194.6644,7.389736105,2.936094739,1.565039196,880.8284217
sim_143_4,1,2.06575614,37,111.0180166,0,0,3.379554655,1.359735491,125.0435222
sim_143_5,1,3.112822942,300,637.5970514,55841.914,4.019036664,3.405716265,1.61485708,1021.71488
sim_143_6,1,2.786176193,120,333.4306525,267.5383367,1.294398759,3.604891925,1.577367281,432.587031
sim_143_7,1,2.163764392,179,225.8428657,752.3700358,2.13392467,2.232129833,1.136371166,399.55124
sim_143_8,1,2.291812163,53,73.02739212,0,0,2.521536195,0.890392394,133.6414183
sim_143_9,1,3.108792268,238,499.1442677,32335.66823,1.965356349,3.436936226,1.500164854,817.9908217
sim_143_10,1,3.211604651,38,1.414213562,0,0,2.882721435,1.416229713,109.5434145
sim_143_11,1,1.839006374,12,41.0487515,0,0,3.6359117,1.3650932,43.6309404
sim_143_12,1,0,1,2,0,0,2,0,2
sim_143_13,1,2.615415837,50,125.4950198,0,0,3.340675771,1.407084005,167.0337885
sim_143_14,1,3.187382744,288,335.1805484,13760.84461,10.25677194,2.960156138,1.658723764,852.5249679
